evaluations raw_y
1 47.0000000000
2 60.0000000000
86 61.0000000000
208 68.0000000000
2122 70.0000000000
2567 71.0000000000
2919 73.0000000000
4058 75.0000000000
4114 76.0000000000
5114 77.0000000000
6036 78.0000000000
6139 79.0000000000
6219 81.0000000000
6250 83.0000000000
6661 84.0000000000
8367 85.0000000000
8560 88.0000000000
9000 70.0000000000
